"","Nationality","Date.1","Artist"
"19544","French",1894,"Alfred Jarry"
"19545","French",1894,"Alfred Jarry"
"19546","French",1894,"Alfred Jarry"
"19547","French",1894,"Alfred Jarry"
"19548","French",1894,"Alfred Jarry"
"19549","French",1894,"Alfred Jarry"
"19550","French",1894,"Alfred Jarry"
"19551","French",1894,"Alfred Jarry"
"19552","French",1894,"Alfred Jarry"
"19553","",1928,"Illarion Pleshchinskii"
"19554","French",1955,"Georges Braque"
"19555","French",1955,"Georges Braque"
"19556","French",1955,"Georges Braque"
"19557","French",1955,"Georges Braque"
"19558","French",1955,"Georges Braque"
"19559","French",1895,"Alfred Jarry"
"19561","French",1895,"Alfred Jarry"
"19562","French",1895,"Alfred Jarry"
"19563","French",1895,"Alfred Jarry"
"19564","French",1895,"Alfred Jarry"
"19565","French",1895,"Alfred Jarry"
"19566","French",1895,"Alfred Jarry"
"19567","French",1895,"Alfred Jarry"
"19568","French",1895,"Alfred Jarry"
"19569","French",1895,"Alfred Jarry"
"19570","French",1895,"Alfred Jarry"
"19571","French",1895,"Alfred Jarry"
"19572","French",1895,"Alfred Jarry"
"19573","French",1895,"Alfred Jarry"
"19574","American",1992,"John Biggers"
"19575","",1930,"Hr. Dubyns'kii"
"19577","French",1955,"Georges Braque"
"19597","American",1993,"Allen Ruppersberg"
"19598","",1927,"Anatol' Petryts'kyi"
"19599","",1929,"Lev Kaplan"
"19600","French",1932,"Georges Braque"
"19602","French",1932,"Georges Braque"
"19603","French",1932,"Georges Braque"
"19604","French",1932,"Georges Braque"
"19605","French",1932,"Georges Braque"
"19606","French",1932,"Georges Braque"
"19607","French",1932,"Georges Braque"
"19608","French",1932,"Georges Braque"
"19609","French",1932,"Georges Braque"
"19610","French",1932,"Georges Braque"
"19611","French",1932,"Georges Braque"
"19612","French",1932,"Georges Braque"
"19613","French",1932,"Georges Braque"
"19614","French",1932,"Georges Braque"
"19615","French",1932,"Georges Braque"
"19616","French",1932,"Georges Braque"
"19617","French",1932,"Georges Braque"
"19618","American and Mexican",1992,"Elizabeth Catlett"
"19619","Russian",1930,"Iakov Chernikhov"
"19620","French",1956,"Georges Braque"
"19621","",1919,"Russian Book Collection"
"19622","French",1958,"Georges Braque"
"19623","French",1958,"Georges Braque"
"19624","French",1958,"Georges Braque"
"19625","French",1958,"Georges Braque"
"19626","French",1958,"Georges Braque"
"19627","",1932,"Russian Book Collection"
"19628","French",1961,"Georges Braque"
"19629","French",1961,"Georges Braque"
"19630","French",1961,"Georges Braque"
"19631","French",1961,"Georges Braque"
"19632","French",1961,"Georges Braque"
"19633","Nationality Unknown",1921,"Unknown Artist"
"19634","Romanian",1949,"Victor Brauner"
"19635","Nationality Unknown",1929,"Unknown Artist"
"19636","British",1950,"John Buckland-Wright"
"19637","British",1950,"John Buckland-Wright"
"19638","British",1950,"John Buckland-Wright"
"19639","British",1950,"John Buckland-Wright"
"19640","British",1950,"John Buckland-Wright"
"19641","British",1950,"John Buckland-Wright"
"19642","British",1950,"John Buckland-Wright"
"19643","British",1950,"John Buckland-Wright"
"19644","American",1994,"Kiki Smith"
"19645","",1930,"Mykhailo Shcheglov"
"19646","British",1893,"Edward Burne-Jones"
"19648","British",1893,"Edward Burne-Jones"
"19649","British",1893,"Edward Burne-Jones"
"19650","British",1893,"Edward Burne-Jones"
"19651","British",1893,"Edward Burne-Jones"
"19652","British",1893,"Edward Burne-Jones"
"19653","British",1893,"Edward Burne-Jones"
"19654","British",1893,"Edward Burne-Jones"
"19655","British",1893,"Edward Burne-Jones"
"19656","British",1893,"Edward Burne-Jones"
"19657","British",1893,"Edward Burne-Jones"
"19658","British",1893,"Edward Burne-Jones"
"19659","British",1893,"Edward Burne-Jones"
"19660","British",1893,"Edward Burne-Jones"
"19661","British",1893,"Edward Burne-Jones"
"19662","British",1893,"Edward Burne-Jones"
"19663","British",1893,"Edward Burne-Jones"
"19664","British",1893,"Edward Burne-Jones"
"19665","British",1893,"Edward Burne-Jones"
"19666","British",1893,"Edward Burne-Jones"
"19667","British",1893,"Edward Burne-Jones"
"19668","British",1893,"Edward Burne-Jones"
"19669","British",1893,"Edward Burne-Jones"
"19670","British",1893,"Edward Burne-Jones"
"19671","British",1893,"Edward Burne-Jones"
"19672","British",1893,"Edward Burne-Jones"
"19673","British",1893,"Edward Burne-Jones"
"19674","British",1893,"Edward Burne-Jones"
"19675","British",1893,"Edward Burne-Jones"
"19676","British",1893,"Edward Burne-Jones"
"19677","British",1893,"Edward Burne-Jones"
"19678","British",1893,"Edward Burne-Jones"
"19679","British",1893,"Edward Burne-Jones"
"19680","British",1893,"Edward Burne-Jones"
"19681","British",1893,"Edward Burne-Jones"
"19682","British",1893,"Edward Burne-Jones"
"19683","British",1893,"Edward Burne-Jones"
"19684","British",1893,"Edward Burne-Jones"
"19685","British",1893,"Edward Burne-Jones"
"19686","British",1893,"Edward Burne-Jones"
"19687","British",1893,"Edward Burne-Jones"
"19688","British",1893,"Edward Burne-Jones"
"19689","British",1893,"Edward Burne-Jones"
"19690","British",1893,"Edward Burne-Jones"
"19691","British",1893,"Edward Burne-Jones"
"19692","British",1893,"Edward Burne-Jones"
"19693","British",1893,"Edward Burne-Jones"
"19694","British",1893,"Edward Burne-Jones"
"19695","British",1893,"Edward Burne-Jones"
"19696","British",1893,"Edward Burne-Jones"
"19697","British",1893,"Edward Burne-Jones"
"19698","British",1893,"Edward Burne-Jones"
"19699","British",1893,"Edward Burne-Jones"
"19700","British",1893,"Edward Burne-Jones"
"19701","British",1893,"Edward Burne-Jones"
"19702","British",1893,"Edward Burne-Jones"
"19703","British",1893,"Edward Burne-Jones"
"19704","British",1893,"Edward Burne-Jones"
"19705","British",1893,"Edward Burne-Jones"
"19706","British",1893,"Edward Burne-Jones"
"19707","British",1893,"Edward Burne-Jones"
"19708","British",1893,"Edward Burne-Jones"
"19709","British",1893,"Edward Burne-Jones"
"19710","British",1893,"Edward Burne-Jones"
"19711","British",1893,"Edward Burne-Jones"
"19712","British",1893,"Edward Burne-Jones"
"19713","British",1893,"Edward Burne-Jones"
"19714","British",1893,"Edward Burne-Jones"
"19715","British",1893,"Edward Burne-Jones"
"19716","British",1893,"Edward Burne-Jones"
"19717","British",1893,"Edward Burne-Jones"
"19718","British",1893,"Edward Burne-Jones"
"19719","British",1893,"Edward Burne-Jones"
"19720","British",1893,"Edward Burne-Jones"
"19721","British",1893,"Edward Burne-Jones"
"19722","British",1893,"Edward Burne-Jones"
"19723","British",1893,"Edward Burne-Jones"
"19724","British",1893,"Edward Burne-Jones"
"19725","British",1893,"Edward Burne-Jones"
"19726","British",1893,"Edward Burne-Jones"
"19727","British",1893,"Edward Burne-Jones"
"19728","British",1893,"Edward Burne-Jones"
"19729","British",1893,"Edward Burne-Jones"
"19730","British",1893,"Edward Burne-Jones"
"19731","British",1893,"Edward Burne-Jones"
"19732","British",1893,"Edward Burne-Jones"
"19733","British",1893,"Edward Burne-Jones"
"19734","",1921,"Marko Kyrnars'kyi"
"19735","American",1944,"Alexander Calder"
"19736","",1940,"Russian Book Collection"
"19737","American",1955,"Alexander Calder"
"19738","",1940,"Marko Kyrnars'kyi"
"19739","Italian",1944,"Massimo Campigli"
"19740","Italian",1944,"Massimo Campigli"
"19741","Italian",1944,"Massimo Campigli"
"19742","Italian",1944,"Massimo Campigli"
"19743","Italian",1944,"Massimo Campigli"
"19744","Italian",1944,"Massimo Campigli"
"19745","Italian",1944,"Massimo Campigli"
"19746","Italian",1944,"Massimo Campigli"
"19747","Italian",1944,"Massimo Campigli"
"19748","Italian",1944,"Massimo Campigli"
"19749","Italian",1944,"Massimo Campigli"
"19750","Italian",1944,"Massimo Campigli"
"19751","Italian",1944,"Massimo Campigli"
"19752","",1943,"Russian Book Collection"
"19753","French",1920,"Marc Chagall"
"19754","Nationality Unknown",1940,"Unknown Artist"
"19755","French",1920,"Marc Chagall"
"19756","Nationality Unknown",1936,"Unknown Artist"
"19757","French",1922,"Marc Chagall"
"19758","American",1931,"Alexander Calder"
"19759","",1940,"Gennadii Epifanov"
"19760","French",1922,"Marc Chagall"
"19761","French",1923,"Marc Chagall"
"19762","French",1922,"Marc Chagall"
"19763","French",1922,"Marc Chagall"
"19764","French",1922,"Marc Chagall"
"19765","French",1922,"Marc Chagall"
"19766","French",1922,"Marc Chagall"
"19767","French",1922,"Marc Chagall"
"19768","French",1922,"Marc Chagall"
"19769","French",1923,"Marc Chagall"
"19770","French",1922,"Marc Chagall"
"19771","French",1922,"Marc Chagall"
"19772","French",1922,"Marc Chagall"
"19773","French",1922,"Marc Chagall"
"19774","French",1922,"Marc Chagall"
"19775","French",1922,"Marc Chagall"
"19776","French",1922,"Marc Chagall"
"19777","French",1922,"Marc Chagall"
"19778","French",1922,"Marc Chagall"
"19779","French",1922,"Marc Chagall"
"19780","French",1922,"Marc Chagall"
"19781","French",1922,"Marc Chagall"
"19782","",1940,"Marko Kyrnars'kyi"
"19783","French",1925,"Marc Chagall"
"19784","",1940,"Valerian Dvorakovskii"
"19785","French",1925,"Marc Chagall"
"19786","French",1926,"Marc Chagall"
"19787","French",1925,"Marc Chagall"
"19788","French",1925,"Marc Chagall"
"19789","French",1925,"Marc Chagall"
"19790","French",1925,"Marc Chagall"
"19791","French",1925,"Marc Chagall"
"19792","French",1925,"Marc Chagall"
"19793","French",1925,"Marc Chagall"
"19794","French",1925,"Marc Chagall"
"19795","French",1925,"Marc Chagall"
"19796","French",1925,"Marc Chagall"
"19797","French",1925,"Marc Chagall"
"19798","French",1925,"Marc Chagall"
"19799","French",1925,"Marc Chagall"
"19800","French",1925,"Marc Chagall"
"19801","",1936,"A. Radishchev"
"19802","Various",1926,"Various Artists"
"19803","",1941,"Russian Book Collection"
"19804","French",1946,"Marc Chagall"
"19805","",1923,"Russian Book Collection"
"19806","French",1952,"Marc Chagall"
"19807","French",1952,"Marc Chagall"
"19808","French",1952,"Marc Chagall"
"19809","French",1952,"Marc Chagall"
"19810","French",1952,"Marc Chagall"
"19811","French",1952,"Marc Chagall"
"19812","French",1952,"Marc Chagall"
"19813","French",1952,"Marc Chagall"
"19814","French",1952,"Marc Chagall"
"19815","French",1952,"Marc Chagall"
"19816","French",1952,"Marc Chagall"
"19817","French",1952,"Marc Chagall"
"19818","French",1952,"Marc Chagall"
"19819","French",1952,"Marc Chagall"
"19820","French",1952,"Marc Chagall"
"19821","",1937,"Russian Book Collection"
"19823","French",1925,"Marc Chagall"
"19824","French",1925,"Marc Chagall"
"19825","French",1925,"Marc Chagall"
"19826","French",1925,"Marc Chagall"
"19827","French",1925,"Marc Chagall"
"19828","French",1925,"Marc Chagall"
"19829","French",1925,"Marc Chagall"
"19830","French",1925,"Marc Chagall"
"19831","French",1925,"Marc Chagall"
"19832","French",1925,"Marc Chagall"
"19833","French",1925,"Marc Chagall"
"19834","French",1925,"Marc Chagall"
"19835","French",1925,"Marc Chagall"
"19836","French",1925,"Marc Chagall"
"19837","French",1925,"Marc Chagall"
"19838","French",1925,"Marc Chagall"
"19839","French",1925,"Marc Chagall"
"19840","French",1925,"Marc Chagall"
"19841","French",1925,"Marc Chagall"
"19842","French",1925,"Marc Chagall"
"19843","French",1925,"Marc Chagall"
"19844","French",1925,"Marc Chagall"
"19845","French",1925,"Marc Chagall"
"19846","French",1925,"Marc Chagall"
"19847","French",1925,"Marc Chagall"
"19848","French",1925,"Marc Chagall"
"19849","French",1925,"Marc Chagall"
"19850","French",1925,"Marc Chagall"
"19851","French",1925,"Marc Chagall"
"19852","French",1925,"Marc Chagall"
"19853","French",1925,"Marc Chagall"
"19854","French",1925,"Marc Chagall"
"19855","French",1925,"Marc Chagall"
"19856","French",1925,"Marc Chagall"
"19857","French",1925,"Marc Chagall"
"19858","French",1925,"Marc Chagall"
"19859","French",1925,"Marc Chagall"
"19860","French",1925,"Marc Chagall"
"19861","French",1925,"Marc Chagall"
"19862","French",1925,"Marc Chagall"
"19863","French",1925,"Marc Chagall"
"19864","French",1925,"Marc Chagall"
"19865","French",1925,"Marc Chagall"
"19866","French",1925,"Marc Chagall"
"19867","French",1925,"Marc Chagall"
"19868","French",1925,"Marc Chagall"
"19869","French",1925,"Marc Chagall"
"19870","",1940,"Russian Book Collection"
"19871","French",1927,"Marc Chagall"
"19872","",1940,"Russian Book Collection"
"19873","French",1927,"Marc Chagall"
"19874","",1940,"Leonid Khyzhins'kyi"
"19875","French",1927,"Marc Chagall"
"19876","",1936,"Sofiia Nalepins'ka"
"19877","French",1928,"Marc Chagall"
"19878","",1936,"Russian Book Collection"
"19879","French",1931,"Marc Chagall"
"19880","",1935,"Vasyl' Kasiian"
"19881","French",1931,"Marc Chagall"
"19882","French",1931,"Marc Chagall"
"19883","French",1931,"Marc Chagall"
"19884","French",1931,"Marc Chagall"
"19885","",1926,"Valentina Kulagina-Klutsis"
"19887","",1926,"Russian Book Collection"
"19888","French",1938,"Marc Chagall"
"19889","",1926,"Russian Book Collection"
"19890","French",1943,"Marc Chagall"
"19891","Latvian",1926,"Gustav Klutsis"
"19892","French",1945,"Marc Chagall"
"19893","French",1961,"Jean Dubuffet"
"19894","German",1967,"Horst Antes"
"19895","German",1967,"Horst Antes"
"19896","German",1967,"Horst Antes"
"19897","German",1967,"Horst Antes"
"19898","German",1967,"Horst Antes"
"19899","German",1967,"Horst Antes"
"19900","German",1967,"Horst Antes"
"19901","German",1967,"Horst Antes"
"19902","German",1967,"Horst Antes"
"19903","German",1967,"Horst Antes"
"19904","German",1967,"Horst Antes"
"19905","German",1967,"Horst Antes"
"19906","German",1967,"Horst Antes"
"19907","German",1967,"Horst Antes"
"19908","German",1967,"Horst Antes"
"19909","German",1967,"Horst Antes"
"19910","German",1967,"Horst Antes"
"19911","German",1967,"Horst Antes"
"19912","German",1967,"Horst Antes"
"19913","German",1967,"Horst Antes"
"19914","German",1967,"Horst Antes"
"19915","German",1967,"Horst Antes"
"19916","German",1967,"Horst Antes"
"19917","German",1967,"Horst Antes"
"19918","German",1967,"Horst Antes"
"19919","German",1967,"Horst Antes"
"19920","German",1967,"Horst Antes"
"19921","",1926,"Valentina Kulagina-Klutsis"
"19922","French",1946,"Marc Chagall"
"19923","Russian",1924,"Aleksandr Rodchenko"
"19924","French",1948,"Marc Chagall"
"19925","",1926,"Valentina Kulagina-Klutsis"
"19926","French",1945,"Marc Chagall"
"19927","Nationality Unknown",1926,"Unknown Artist"
"19928","French",1946,"Marc Chagall"
"19929","French",1946,"Marc Chagall"
"19930","French",1946,"Marc Chagall"
"19931","Nationality Unknown",1926,"Unknown Artist"
"19932","French",1947,"Marc Chagall"
"19933","Nationality Unknown",1926,"Unknown Artist"
"19934","French",1948,"Marc Chagall"
"19935","Nationality Unknown",1926,"Unknown Artist"
"19936","French",1948,"Marc Chagall"
"19937","French",1923,"Marc Chagall"
"19938","French",1923,"Marc Chagall"
"19939","French",1923,"Marc Chagall"
"19940","French",1923,"Marc Chagall"
"19941","French",1923,"Marc Chagall"
"19942","French",1923,"Marc Chagall"
"19943","French",1923,"Marc Chagall"
"19944","French",1923,"Marc Chagall"
"19945","French",1923,"Marc Chagall"
"19946","French",1923,"Marc Chagall"
"19947","French",1923,"Marc Chagall"
"19948","French",1923,"Marc Chagall"
"19949","French",1923,"Marc Chagall"
"19950","French",1923,"Marc Chagall"
"19951","French",1923,"Marc Chagall"
"19952","French",1923,"Marc Chagall"
"19953","French",1923,"Marc Chagall"
"19954","French",1923,"Marc Chagall"
"19955","French",1923,"Marc Chagall"
"19956","French",1923,"Marc Chagall"
"19957","French",1923,"Marc Chagall"
"19958","French",1923,"Marc Chagall"
"19959","French",1923,"Marc Chagall"
"19960","French",1923,"Marc Chagall"
"19961","French",1923,"Marc Chagall"
"19962","French",1923,"Marc Chagall"
"19963","French",1923,"Marc Chagall"
"19964","French",1923,"Marc Chagall"
"19965","French",1923,"Marc Chagall"
"19966","French",1923,"Marc Chagall"
"19967","French",1923,"Marc Chagall"
"19968","French",1923,"Marc Chagall"
"19969","French",1923,"Marc Chagall"
"19970","French",1923,"Marc Chagall"
"19971","French",1923,"Marc Chagall"
"19972","French",1923,"Marc Chagall"
"19973","French",1923,"Marc Chagall"
"19974","French",1923,"Marc Chagall"
"19975","French",1923,"Marc Chagall"
"19976","French",1923,"Marc Chagall"
"19977","French",1923,"Marc Chagall"
"19978","French",1923,"Marc Chagall"
"19979","French",1923,"Marc Chagall"
"19980","French",1923,"Marc Chagall"
"19981","French",1923,"Marc Chagall"
"19982","French",1923,"Marc Chagall"
"19983","French",1923,"Marc Chagall"
"19984","French",1923,"Marc Chagall"
"19985","French",1923,"Marc Chagall"
"19986","French",1923,"Marc Chagall"
"19987","French",1923,"Marc Chagall"
"19988","French",1923,"Marc Chagall"
"19989","French",1923,"Marc Chagall"
"19990","French",1923,"Marc Chagall"
"19991","French",1923,"Marc Chagall"
"19992","French",1923,"Marc Chagall"
"19995","French",1923,"Marc Chagall"
"19996","French",1923,"Marc Chagall"
"19997","French",1923,"Marc Chagall"
"19998","French",1923,"Marc Chagall"
"19999","French",1923,"Marc Chagall"
"20000","French",1923,"Marc Chagall"
"20001","French",1923,"Marc Chagall"
"20002","French",1923,"Marc Chagall"
"20003","French",1923,"Marc Chagall"
"20004","French",1923,"Marc Chagall"
"20005","French",1923,"Marc Chagall"
"20006","French",1923,"Marc Chagall"
"20007","French",1923,"Marc Chagall"
"20008","French",1923,"Marc Chagall"
"20009","French",1923,"Marc Chagall"
"20010","French",1923,"Marc Chagall"
"20011","French",1923,"Marc Chagall"
